"","seg_name","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","Comp.17","Comp.18","Comp.19","Comp.20","Comp.21","Comp.22","Comp.23","Comp.24","Comp.25","ID","ratio","perc_0","perc_1","perc_2","perc_3","perc_4","perc_5","perc_6","perc_7","perc_8","perc_9"
"1","AM03_0000_t",-0.616781914536665,0.542460751768372,-0.263527984550731,-1.02253373245703,-1.01728688040512,-0.114033497348648,0.442989608503686,0.0930015020711222,0.0446283216050142,-0.476651631120411,-0.378084048218967,0.779083366836067,0.976631445248497,-0.885650974047611,0.271443470624267,-0.146943608463241,-0.351940075091834,-0.0728537836685311,-0.0532873806602659,-0.0403203271718144,-0.0014093568693943,0.19174826798919,0.163356062887627,0.0284614162558583,0.0785255475660037,"AM03_1",0.01645,24.02,6.44,5.71,0,3.21,1.96,3.23,0,45.67,9.77
"2","AM03_0001_t",-0.493944089374581,2.15782876015365,0.2288795548694,-0.851019149877498,-0.248898607363876,0.481254416024239,0.0159427937047244,-1.09685255525372,-0.125846273188674,0.548673058934316,-0.449720208508844,-0.190875061240542,0.150332863567513,0.29361242840792,-0.26179573376523,0.49702054027901,0.651389957133194,-0.745880045915585,-0.15654137777675,0.536504123478644,-0.0379514343109666,-0.397560978190112,-0.0165723336429978,0.164103562557417,0.201160498651403,"AM03_2",0.01817,34.03,11.56,0,0,5.64,7.26,3.65,0,31.62,6.24
"3","AM04_0000_t",-3.34247983671385,-0.413322032059065,0.282773885449694,1.02076822043088,-0.250992125195118,1.08131141143581,0.662266625291045,0.238425720973184,-0.351621227944528,1.07873879845087,-0.0277844018565409,-0.0222647047466385,-0.0954996872634124,-0.506939415723322,0.072112351361966,0.081878560937068,-0.267549264884098,-0.0764045420605498,-0.165328862674005,0.384049337654771,-0.112902958898945,0.0696126582383015,-0.0846824396223471,-0.153715346877567,0.040369998788558,"AM04_2",0.01685,14.86,15.51,34.62,0,0,6.97,2.57,0,13.81,11.65
"4","AM04_0001_t",-0.629803068711241,1.38159866592444,-0.469939364450193,-1.51736853735879,0.820021723818133,1.13699761685846,-0.498766978784015,0.168256877281587,0.0123317268299526,0.325936913822072,-0.114695220281871,0.216348474032698,0.2946693441867,0.328522636099403,-0.639963199883347,0.089091344072062,0.192749660801596,0.0141472702128201,0.215021120056668,-0.20947655667419,-0.294419809143688,-0.163862171496291,-0.28631412027522,0.0467227856235957,-0.0926253969290321,"AM04_1",0.01368,22.23,20.76,20.37,0,0,7.06,2.93,0,20.52,6.13
"5","AM04_0002_t",-1.84814182388523,1.01348789234944,0.675853453675027,1.16575411544199,0.367996781813229,0.206414314154302,0.139829887769806,0.53869833770087,-0.694752255135841,0.710673472830352,-0.0777825301540347,0.087250006668687,0.0267161812529897,0.294141876317147,-0.345383289575358,0.442534487898705,0.0162485331428856,-0.0791648387995451,-0.123024422416586,0.111301411871419,0.197015554007272,-0.252488721415507,-0.171764601724482,0.0591987451137198,-0.0239607119408142,"AM04_3",0.00883,9.64,19.37,46.39,0,0,3.99,8.62,0,0,12
"6","AM04_0003_t",-0.764046259608834,2.76711214630222,1.84570294276106,-0.422982383336388,-0.415743130838731,-0.294262382130497,1.09359695044597,-0.228759019668997,-0.571728933853506,0.274502689517438,-0.142888695781424,-0.161223309228267,0.345825371481541,-0.0180814836415616,-0.165075317111789,0.239899159048635,0.48756114956744,-0.182859991246721,0.077132067393033,-0.193890395969029,-0.265244827440663,-0.329459330672087,0.039983512723225,-0.0296704542229664,0.215786595441535,"AM04_4",0.00396,10.74,14.98,27.79,0,0,6.71,20.87,0,0,18.9
"7","AM05_0000_t",-1.50304669337656,-0.440790310637207,-0.869281385127383,0.49962751984611,-0.171196421562785,0.900775250718348,0.184862988378984,0.511560851947402,-0.282430358366228,1.1982991173789,0.416629387414351,0.646938105401978,-0.317984454827276,-0.272754826866402,-0.154143089090788,0.41012842660454,-0.439768885409132,0.10713047162197,0.141447379591964,0.294306377611977,-0.164129441233561,0.17968676622994,-0.0175940180224985,-0.00863490479738059,-0.187416797885083,"AM05_2",0.01611,9.05,0,58.75,3.07,0.95,0,6.27,5.19,6.22,10.51
"8","AM05_0001_t",0.396179415515514,0.64782236815244,-0.616643967717238,-0.967641497866084,-0.244270531050942,0.189144436310234,0.211986532839426,1.111974354681,0.133459667860728,-0.321089985634368,0.159342985526075,0.160573621056667,-0.0327282019454054,0.552505466675856,-0.19207894928987,-0.145329111568234,0.340942243688483,-0.106037353875706,-0.0413047403453641,-0.0623707605659839,-0.0499173235099452,-0.0548300186168798,0.067132221165085,-0.110629059081226,-0.0444323965478129,"AM05_0",0.01778,8.82,0,59.55,0,1.37,2.37,7.86,6.4,5.73,7.89
"9","AM05_0002_t",-1.21084898089093,1.00371128290489,-0.315526420919793,-0.473259059044326,-0.798908728505951,-0.289677517200691,1.14144531961702,0.748059868846,-0.806949299240805,0.00461357952094777,-0.892935292534608,0.120933208488878,0.638408342115448,-0.000842537846267728,-0.226961915930701,-0.0591337883529776,-0.152577084525467,0.159860661842131,-0.0664235190904858,-0.0268624800382468,-0.0824000215354759,-0.231635656407077,0.300263842111676,0.291655563603714,0.317708706315903,"AM05_1",0.00908,7.93,0,61.08,2.02,0,2.39,11.17,2.63,5.45,7.32
"10","AM05_0003_t",-0.769062032155445,1.05449442475148,-0.221993059470557,-0.373867857756608,-0.279163584848943,0.334529832274736,0.282807951017025,0.571907092856981,0.100782787968804,0.378464656117237,-0.694837716025595,0.420081595209033,0.551605487510535,-0.191346379281495,-0.347468644799835,-0.0121477845504772,0.0249470479799629,0.0865780323387713,-0.0668110241649136,-0.105665460609425,-0.0382693824737492,0.20588980571563,-0.161775117362527,-0.0172205429357234,0.213526345694166,"AM05_3",0.00896,11.89,0,49.14,0,0,2.81,8.52,2.19,8.8,16.65
"11","AM06_0003_t",-1.48762595181554,0.208805112087322,-0.181677742232676,-0.218380386830824,-0.365377322867187,0.674374325430817,-1.00936601255574,1.16451213657576,-0.701120652028948,0.0116286519510211,0.000871609026139861,0.158910753756434,0.256211745949262,0.161031027361285,1.23596739138878,0.0535945761703795,-0.281067268271661,-0.284977881528389,-0.461309897501981,-0.431908792187589,0.303886973101576,-0.830204300061975,0.0246752789712034,-0.134167994765164,-0.339651999363979,"AM06_3",0.08387,2.74,28.31,0,15.36,3.15,1.88,1.87,2.55,7.22,36.92
"12","AM07_0008_t",-1.00463397912849,-0.322952259898929,-1.2860880771136,1.10880554247642,-0.102531352415424,-0.199758991396484,-0.403774015242574,-0.55160975316648,-0.393708582390218,0.266340364341027,-0.0797602320012006,-0.493401266122682,0.168779858004383,0.0920726540984073,-0.0165492690787241,0.360077909510032,0.121461640750478,-0.396444799328353,-0.43675288829681,0.100808885661378,0.181730093948649,0.0406072652470365,0.0142855624111014,-0.00796763577252591,0.107196192667035,"AM07_9",0.01235,49.64,0,0,0,0,0,41.01,0,5.74,3.61
"13","AM07_0009_t",0.643027154893963,1.17724267640645,0.461118544883426,-0.132247831985031,-0.123474826356396,0.378913479937776,-0.614670671075702,-0.325744993869741,0.287994434721023,0.134889927007734,0.145249900455135,-0.196795344902369,0.371836562510358,0.0984341846726141,0.133760797515732,0.194062531201456,-0.086915319250023,-0.0251074583134818,-0.0471630515934121,-0.097873569999258,-0.0644086474091221,0.0493709555417873,0.117014013569558,0.0533246568841262,0.0804068608842467,"AM07_8",0.0087,30.22,0,0,0,0,2.96,61.96,0,0.97,3.89
"14","BEN01_1_0002_t",1.51907840047277,-0.336975828847914,-0.653023891604468,-0.957181205551726,-0.0215252930599284,1.17610903115582,-0.42517539445303,0.548850495198217,-0.0393875903480685,0.204256310915003,-0.0579078767880604,-0.112971857606626,-0.0127685828797122,0.0154060874391315,0.0131571805484708,-0.0654425986783066,0.118190930810907,-0.00464749214504277,0.170030080936063,-0.0738204138409459,0.0185728641860919,0.00437081760823034,0.00565312051914476,-0.0897882520419006,-0.0690436884986778,"BEN01_1_2",0.02121,25.57,6.6,7.92,0,19.19,0,10.83,0,0,29.89
"15","BEN01_2_0002_t",1.53126407058776,-0.369349597853818,0.251259605288789,0.228827321047621,0.124638940509051,0.202623087497107,0.219501520040142,0.645024925573068,-0.0167617122311238,-0.0938011381573933,0.000617878182257088,0.176470618707219,-0.385602335586628,0.0977993260936676,0.0676904806300904,-0.0470252024237445,0.0215437805600974,0.231406128036116,0.218513991125552,-0.0969660485875554,0.0146215133371129,-0.057809563503373,-0.030927599347185,-0.0541428171812811,-0.0262034235179195,"BEN01_2_2",0.02334,22.33,4.9,9.27,5.45,24.68,0,11.3,2.08,0,20
"16","BEN03_0000_t",-5.26195344835965,-7.11133843631361,4.66475567934401,-6.3071523245459,-3.54259278919259,-0.458802312085125,-0.279643139126468,-0.424606261545696,0.895851458179835,0.311625429065059,-0.371781939566054,-2.09502567635865,-4.37187117274037,0.332614554676447,-1.67804576600326,-0.612322223881596,-0.00535010792887954,-0.108862959484845,0.531240943005373,0.491766568746013,0.867288406702499,0.0278352719698992,0.0435798266063639,-0.33899293863658,0.381595215668258,"BEN03_10",0.00848,1.58,0,91.53,0,0,0,1.31,0,4.82,0.76
"17","BEN03_0001_t",-12.3846216504934,-0.795595912892436,-0.916512149733441,1.06058763855468,-1.00894385771235,-2.44242192900396,-1.80720706559882,-2.36588354832333,0.516905300866061,0.288542779667755,0.296532948541757,-0.260659126637983,0.083759193067333,-0.0501463365107314,-0.24397880172034,0.0201755720342976,2.34549855575397,1.26850958483037,0.822308440696126,0.773755698573442,0.305252219711956,0.141733654707712,0.0888461675249198,-0.128442182251132,0.00375179478272876,"BEN03_11",0.00789,1.33,0,92.23,0,0,0,0.89,0,5.11,0.44
"18","BEN04_0000_t",-4.58750338469342,-2.28971509718169,-0.997324873742332,1.29293539363197,0.00240840377180867,1.03764174534871,-0.113040147056711,-0.405241424303411,-0.335563484493092,0.245321664935537,-1.22323242668497,-0.132208233928077,-0.659465301871182,0.462094026050085,0.494525358375408,0.220153855692479,0.172050164165461,-0.254308539919495,0.248465918975962,-0.249225858843988,-0.560673824294242,-0.265043147358867,0.289835239258094,0.520969626604772,-0.0777163991247687,"BEN04_2",0.00846,7.15,0,0,0,0,0,82.82,0,0,10.03
"19","BEN04_0001_t",0.493991118464655,1.39078392940383,0.222833927968307,-0.481247630827082,-0.601882356064575,-0.107364332109328,0.147626069167053,0.615118284179174,0.262783848794894,0.0624797856586321,0.161748950069215,0.500782318047111,-0.147231402486082,0.0151833871657643,-0.00935945416598797,0.152689585962656,0.0658023329534305,0.147735554721207,0.0867205648315519,-0.0353258201014257,-0.0410923535239211,-0.205203700824712,-0.029112150766923,-0.140451815887078,-0.0121675461117211,"BEN04_15",0.00139,1.06,0,0,0,0,0,70.9,0,0,28.04
"20","BEN04_0002_t",-0.148114362214594,1.23390720791216,-0.092953520751391,-0.70309102698408,-0.165574146976272,-0.333480596963496,1.04354920373766,0.416641621625386,-0.0684300768772425,-0.142375028320948,0.0621723743504741,0.535053054655119,0.18069956362128,0.212124224467182,0.131581846946133,-0.458168068845717,0.0667982940899245,0.0725153478062413,-0.0980955570438269,0.0879164984195054,0.0329128548022925,0.340260121010816,-0.0561161872821878,0.194487513803327,0.0233871934667755,"BEN04_13",0.00149,3.47,0,0,0,0,0,96.53,0,0,0
"21","BEN04_0003_t",0.405980889996874,0.524938816455957,-0.343520778700722,-0.138939265174351,0.0061477315598641,-0.758664780084801,0.428593575137204,0.292453621789685,0.0614048491132222,-0.257534275746761,0.485162809373805,0.41744152944935,0.0970446407554726,0.20825370497075,-0.0424278597823424,-0.156354280464643,-0.0462479275402393,-0.0592224431315051,-0.161720826924253,0.042402162841207,-0.119308485282519,0.0562537508233466,0.132072558522386,-0.0586189204438248,-0.106179580615886,"BEN04_17",0.00151,2.93,0,0,0,0,0,45.37,0,0,51.71
"22","BEN04_0004_t",-0.510177926388092,1.46154120466047,-0.0627505757724538,0.0103787415326931,-0.262922235489186,0.0904596505824675,-0.84440260701563,0.461795233939273,0.0902908782066226,-0.0656869560033185,0.0378992777163807,0.22429898302097,0.449400280369569,0.137974796053204,-0.277838375963105,0.34369606796782,-0.138763579884836,0.128834733115582,0.0818559113330339,-0.35095843686939,-0.127883404954898,0.0189784118666372,0.104792355195349,-0.107960830100479,-0.0827278234415886,"BEN04_24",0.00167,4.41,7.49,0,0,0,0,52.86,34.8,0.44,0
