"","object_id_target","x","y","point_order","object_id","radians","shiftpoints","treatment","target"
"49","BEN05_0016_t_BEN04_0016_t",-0.191234090410981,-0.589325067489557,49,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"50","BEN05_0016_t_BEN04_0016_t",-0.160247210735519,-0.590897729217909,50,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"51","BEN05_0016_t_BEN04_0016_t",-0.129260331060054,-0.592470390946261,51,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"52","BEN05_0016_t_BEN04_0016_t",-0.0982734513845833,-0.594043052674613,52,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"53","BEN05_0016_t_BEN04_0016_t",-0.0672865717091078,-0.595615714402965,53,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"54","BEN05_0016_t_BEN04_0016_t",-0.036299692033633,-0.597188376131318,54,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"55","BEN05_0016_t_BEN04_0016_t",-0.00531281235816233,-0.59876103785967,55,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"56","BEN05_0016_t_BEN04_0016_t",0.025674067317306,-0.600333699588022,56,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"57","BEN05_0016_t_BEN04_0016_t",0.0566609469927759,-0.601906361316374,57,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"58","BEN05_0016_t_BEN04_0016_t",0.0876478266682472,-0.603479023044726,58,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"59","BEN05_0016_t_BEN04_0016_t",0.118634706343716,-0.605051684773078,59,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"60","BEN05_0016_t_BEN04_0016_t",0.149621586019181,-0.60662434650143,60,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"61","BEN05_0016_t_BEN04_0016_t",0.180608465694643,-0.608197008229782,61,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"62","BEN05_0016_t_BEN04_0016_t",0.211595345370107,-0.609769669958133,62,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"63","BEN05_0016_t_BEN04_0016_t",0.242582225045574,-0.611342331686485,63,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"64","BEN05_0016_t_BEN04_0016_t",0.273569104721041,-0.612914993414837,64,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"65","BEN05_0016_t_BEN04_0016_t",0.304555984396505,-0.614487655143189,65,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"66","BEN05_0016_t_BEN04_0016_t",0.335542864071967,-0.616060316871541,66,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"67","BEN05_0016_t_BEN04_0016_t",0.366529743747431,-0.617632978599893,67,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"68","BEN05_0016_t_BEN04_0016_t",0.397516623422898,-0.619205640328244,68,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"69","BEN05_0016_t_BEN04_0016_t",0.428497203523886,-0.620760605507417,69,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"70","BEN05_0016_t_BEN04_0016_t",0.459413310299142,-0.622134454424932,70,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"71","BEN05_0016_t_BEN04_0016_t",0.490031160413392,-0.622670450930727,71,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"72","BEN05_0016_t_BEN04_0016_t",0.51982207375374,-0.620900139194376,72,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"73","BEN05_0016_t_BEN04_0016_t",0.548073054748238,-0.614954150534762,73,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"74","BEN05_0016_t_BEN04_0016_t",0.574283468122832,-0.603860168271026,74,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"75","BEN05_0016_t_BEN04_0016_t",0.59856567882879,-0.588601614657226,75,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"76","BEN05_0016_t_BEN04_0016_t",0.621783787121462,-0.571856304506896,76,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"77","BEN05_0016_t_BEN04_0016_t",0.645353745129,-0.556800557541918,77,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"78","BEN05_0016_t_BEN04_0016_t",0.670648126656722,-0.545887843154975,78,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"79","BEN05_0016_t_BEN04_0016_t",0.698254131788178,-0.539966379167575,79,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"80","BEN05_0016_t_BEN04_0016_t",0.727760871246303,-0.538132323403435,80,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"81","BEN05_0016_t_BEN04_0016_t",0.758301384664754,-0.53861801092726,81,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"82","BEN05_0016_t_BEN04_0016_t",0.789205801466761,-0.539975715033619,82,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"83","BEN05_0016_t_BEN04_0016_t",0.820181579134986,-0.541517189382906,83,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"84","BEN05_0016_t_BEN04_0016_t",0.85111985060676,-0.542953302607818,84,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"85","BEN05_0016_t_BEN04_0016_t",0.881837441855305,-0.543769488496896,85,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"86","BEN05_0016_t_BEN04_0016_t",0.911898828247593,-0.542742286145986,86,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"87","BEN05_0016_t_BEN04_0016_t",0.940659573768683,-0.53806136794161,87,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"88","BEN05_0016_t_BEN04_0016_t",0.96762427833291,-0.528335072905766,88,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"89","BEN05_0016_t_BEN04_0016_t",0.992881804192242,-0.513813029837579,89,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"90","BEN05_0016_t_BEN04_0016_t",1.01723086992394,-0.496738971648133,90,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"91","BEN05_0016_t_BEN04_0016_t",1.04188852754889,-0.480531799251388,91,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"92","BEN05_0016_t_BEN04_0016_t",1.06791111792131,-0.468158949248178,92,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"93","BEN05_0016_t_BEN04_0016_t",1.09554701388614,-0.460318142140151,93,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"94","BEN05_0016_t_BEN04_0016_t",1.12397442699583,-0.454700837925632,94,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"95","BEN05_0016_t_BEN04_0016_t",1.15182182922059,-0.447454186969494,95,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"96","BEN05_0016_t_BEN04_0016_t",1.17814362357048,-0.435921850547011,96,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"97","BEN05_0016_t_BEN04_0016_t",1.20301278745536,-0.420308834302165,97,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"98","BEN05_0016_t_BEN04_0016_t",1.22736093290996,-0.403232190901825,98,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"99","BEN05_0016_t_BEN04_0016_t",1.25238868291081,-0.388064669350342,99,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"100","BEN05_0016_t_BEN04_0016_t",1.27891432559614,-0.377104976700164,100,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"101","BEN05_0016_t_BEN04_0016_t",1.30685957564962,-0.370133196518068,101,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"102","BEN05_0016_t_BEN04_0016_t",1.33520416382214,-0.36428322332266,102,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"103","BEN05_0016_t_BEN04_0016_t",1.36262982799781,-0.355851840262441,103,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"104","BEN05_0016_t_BEN04_0016_t",1.38840011939771,-0.342770240614256,104,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"105","BEN05_0016_t_BEN04_0016_t",1.41267616524499,-0.325491057462803,105,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"106","BEN05_0016_t_BEN04_0016_t",1.43609334599925,-0.305799179865167,106,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"107","BEN05_0016_t_BEN04_0016_t",1.45917190460142,-0.285204747889803,107,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"108","BEN05_0016_t_BEN04_0016_t",1.48197228777507,-0.26431599389447,108,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"109","BEN05_0016_t_BEN04_0016_t",1.50382624245345,-0.242961727634068,109,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"110","BEN05_0016_t_BEN04_0016_t",1.52315547629955,-0.220422956799255,110,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"111","BEN05_0016_t_BEN04_0016_t",1.53791347594733,-0.195862748028532,111,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"112","BEN05_0016_t_BEN04_0016_t",1.54656234567898,-0.169094003071873,112,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"113","BEN05_0016_t_BEN04_0016_t",1.54850638918753,-0.141053699728817,113,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"114","BEN05_0016_t_BEN04_0016_t",1.54372433286777,-0.113312449295134,114,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"115","BEN05_0016_t_BEN04_0016_t",1.53266646939688,-0.0870165027146192,115,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"116","BEN05_0016_t_BEN04_0016_t",1.51662917078393,-0.0623165094885541,116,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"117","BEN05_0016_t_BEN04_0016_t",1.49756499573415,-0.0386759536747488,117,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"118","BEN05_0016_t_BEN04_0016_t",1.4771980533623,-0.0154990808347555,118,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"119","BEN05_0016_t_BEN04_0016_t",1.45646351439484,0.00754693586437241,119,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"120","BEN05_0016_t_BEN04_0016_t",1.43566878208985,0.0305715250858053,120,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"121","BEN05_0016_t_BEN04_0016_t",1.41486978911615,0.0535945976047657,121,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"122","BEN05_0016_t_BEN04_0016_t",1.39406910534699,0.0766141101845157,122,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"123","BEN05_0016_t_BEN04_0016_t",1.3732432553105,0.09958063564458,123,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"124","BEN05_0016_t_BEN04_0016_t",1.35225873635157,0.122213086564386,124,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"125","BEN05_0016_t_BEN04_0016_t",1.33069969786772,0.143635897037923,125,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"126","BEN05_0016_t_BEN04_0016_t",1.30779459481892,0.162224592967942,126,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"127","BEN05_0016_t_BEN04_0016_t",1.28272916565795,0.176264761425676,127,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"128","BEN05_0016_t_BEN04_0016_t",1.25522757466363,0.185175635299766,128,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"129","BEN05_0016_t_BEN04_0016_t",1.22578884255889,0.19000789367743,129,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"130","BEN05_0016_t_BEN04_0016_t",1.19528302714137,0.192593427481397,130,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"131","BEN05_0016_t_BEN04_0016_t",1.1643886797004,0.194360914152304,131,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"132","BEN05_0016_t_BEN04_0016_t",1.13341005833757,0.195950963608232,132,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"133","BEN05_0016_t_BEN04_0016_t",1.10242317866211,0.197523625336584,133,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"134","BEN05_0016_t_BEN04_0016_t",1.07143629898665,0.199096287064936,134,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"135","BEN05_0016_t_BEN04_0016_t",1.04045346492996,0.200677466770296,135,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"136","BEN05_0016_t_BEN04_0016_t",1.00951699055039,0.202356255935524,136,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"137","BEN05_0016_t_BEN04_0016_t",0.978821603909127,0.204542650963936,137,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"138","BEN05_0016_t_BEN04_0016_t",0.948877348541051,0.208310539273453,138,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"139","BEN05_0016_t_BEN04_0016_t",0.920491091835871,0.215358765528287,139,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"140","BEN05_0016_t_BEN04_0016_t",0.894355168138557,0.227145027142922,140,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"141","BEN05_0016_t_BEN04_0016_t",0.870466493437588,0.243662830786997,141,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"142","BEN05_0016_t_BEN04_0016_t",0.847892185751857,0.262948010358179,142,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"143","BEN05_0016_t_BEN04_0016_t",0.825100460629007,0.281775421456281,143,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"144","BEN05_0016_t_BEN04_0016_t",0.800693267359366,0.297201493652375,144,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"145","BEN05_0016_t_BEN04_0016_t",0.774230613205148,0.308299830212135,145,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"146","BEN05_0016_t_BEN04_0016_t",0.746612799270443,0.316965998791872,146,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"147","BEN05_0016_t_BEN04_0016_t",0.719528019127021,0.32675446035768,147,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"148","BEN05_0016_t_BEN04_0016_t",0.694272681946114,0.340394780921586,148,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"149","BEN05_0016_t_BEN04_0016_t",0.670928356870096,0.358058702834378,149,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"150","BEN05_0016_t_BEN04_0016_t",0.648434109468284,0.377512447882176,150,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"151","BEN05_0016_t_BEN04_0016_t",0.625243199062898,0.395499381603283,151,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"152","BEN05_0016_t_BEN04_0016_t",0.600086068016393,0.409346473403141,152,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"153","BEN05_0016_t_BEN04_0016_t",0.572537997678115,0.418159485860998,153,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"154","BEN05_0016_t_BEN04_0016_t",0.543074392803117,0.422939375071699,154,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"155","BEN05_0016_t_BEN04_0016_t",0.512559250096757,0.425505270438055,155,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"156","BEN05_0016_t_BEN04_0016_t",0.48166282992494,0.427268393011715,156,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"157","BEN05_0016_t_BEN04_0016_t",0.450684001289032,0.428858006057918,157,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"158","BEN05_0016_t_BEN04_0016_t",0.41969712161357,0.43043066778627,158,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"159","BEN05_0016_t_BEN04_0016_t",0.388710241938105,0.432003329514622,159,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"160","BEN05_0016_t_BEN04_0016_t",0.357723362262635,0.433575991242974,160,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"161","BEN05_0016_t_BEN04_0016_t",0.326736482587159,0.435148652971326,161,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"162","BEN05_0016_t_BEN04_0016_t",0.295749602911684,0.436721314699679,162,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"163","BEN05_0016_t_BEN04_0016_t",0.264765077556878,0.438298933407517,163,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"164","BEN05_0016_t_BEN04_0016_t",0.233818990124497,0.439944711208227,164,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"165","BEN05_0016_t_BEN04_0016_t",0.203142341670499,0.442004624610645,165,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"166","BEN05_0016_t_BEN04_0016_t",0.173563947813319,0.445547679409081,166,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"167","BEN05_0016_t_BEN04_0016_t",0.146918828928928,0.452594335663718,167,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"168","BEN05_0016_t_BEN04_0016_t",0.125690551153478,0.465397520956252,168,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"169","BEN05_0016_t_BEN04_0016_t",0.111437048482417,0.484896890043179,169,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"170","BEN05_0016_t_BEN04_0016_t",0.10304195455684,0.509766282312112,170,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"171","BEN05_0016_t_BEN04_0016_t",0.0966863631248465,0.537132213007654,171,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"172","BEN05_0016_t_BEN04_0016_t",0.0879931301974089,0.564204155911921,172,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"173","BEN05_0016_t_BEN04_0016_t",0.0744466077234666,0.58918647751936,173,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"174","BEN05_0016_t_BEN04_0016_t",0.0559086467370584,0.610925784941232,174,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"175","BEN05_0016_t_BEN04_0016_t",0.033326951772036,0.628301463885455,175,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"176","BEN05_0016_t_BEN04_0016_t",0.00755955002898367,0.640497974243623,176,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"177","BEN05_0016_t_BEN04_0016_t",-0.0206824783813363,0.647817126001821,177,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"178","BEN05_0016_t_BEN04_0016_t",-0.0505550127106693,0.651736021658452,178,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"179","BEN05_0016_t_BEN04_0016_t",-0.0812235039624062,0.653979044442031,179,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"180","BEN05_0016_t_BEN04_0016_t",-0.112154001588751,0.655670417552851,180,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"181","BEN05_0016_t_BEN04_0016_t",-0.143136237970111,0.657252855652771,181,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"182","BEN05_0016_t_BEN04_0016_t",-0.174123117645576,0.658825517381123,182,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"183","BEN05_0016_t_BEN04_0016_t",-0.205109997321045,0.660398179109475,183,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"184","BEN05_0016_t_BEN04_0016_t",-0.236096876996516,0.661970840837827,184,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"185","BEN05_0016_t_BEN04_0016_t",-0.267083756671985,0.663543502566179,185,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"186","BEN05_0016_t_BEN04_0016_t",-0.298070636347449,0.665116164294531,186,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"187","BEN05_0016_t_BEN04_0016_t",-0.329057516022912,0.666688826022883,187,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"188","BEN05_0016_t_BEN04_0016_t",-0.360044395698376,0.668261487751235,188,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"189","BEN05_0016_t_BEN04_0016_t",-0.391031275373847,0.669834149479587,189,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"190","BEN05_0016_t_BEN04_0016_t",-0.422018155049323,0.671406811207939,190,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"191","BEN05_0016_t_BEN04_0016_t",-0.453005034724798,0.672979472936291,191,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
"192","BEN05_0016_t_BEN04_0016_t",-0.483991914400268,0.674552134664643,192,"BEN05_0016_t",3,165,"96239","BEN04_0016_t"
