"","object_id_target","x","y","point_order","object_id","radians","shiftpoints","treatment","target"
"839","BEN05_0040_t_BEN04_0016_t",1.44175745323823,-0.137863859552514,119,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"840","BEN05_0040_t_BEN04_0016_t",1.42782291874031,-0.110361619439059,120,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"841","BEN05_0040_t_BEN04_0016_t",1.41371710408933,-0.0830586131454307,121,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"842","BEN05_0040_t_BEN04_0016_t",1.39889001825445,-0.0565945926334579,122,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"843","BEN05_0040_t_BEN04_0016_t",1.38220552860233,-0.0322911123291609,123,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"844","BEN05_0040_t_BEN04_0016_t",1.36233986757683,-0.0116879844177279,124,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"845","BEN05_0040_t_BEN04_0016_t",1.33872535324089,0.00455446099985324,125,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"846","BEN05_0040_t_BEN04_0016_t",1.31214199602926,0.0173435354576066,126,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"847","BEN05_0040_t_BEN04_0016_t",1.28440984184094,0.0287963242700185,127,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"848","BEN05_0040_t_BEN04_0016_t",1.25768299011148,0.041418485279821,128,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"849","BEN05_0040_t_BEN04_0016_t",1.23379583619165,0.0573437951462989,129,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"850","BEN05_0040_t_BEN04_0016_t",1.21360144227075,0.0775645395224366,130,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"851","BEN05_0040_t_BEN04_0016_t",1.19664300853911,0.101549366880663,131,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"852","BEN05_0040_t_BEN04_0016_t",1.18165086870973,0.127821395867578,132,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"853","BEN05_0040_t_BEN04_0016_t",1.16738617809054,0.154939596943214,133,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"854","BEN05_0040_t_BEN04_0016_t",1.15289013214828,0.181788684499693,134,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"855","BEN05_0040_t_BEN04_0016_t",1.13711138422048,0.207145727521482,135,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"856","BEN05_0040_t_BEN04_0016_t",1.11876481855044,0.229515873764788,136,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"857","BEN05_0040_t_BEN04_0016_t",1.09690466630344,0.247799000803028,137,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"858","BEN05_0040_t_BEN04_0016_t",1.07161495185742,0.262092846158477,138,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"859","BEN05_0040_t_BEN04_0016_t",1.04393556753921,0.273607017113557,139,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"860","BEN05_0040_t_BEN04_0016_t",1.01509135699131,0.283766257126408,140,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"861","BEN05_0040_t_BEN04_0016_t",0.985868873935665,0.293485488911166,141,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"862","BEN05_0040_t_BEN04_0016_t",0.95657624299701,0.303123124372966,142,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"863","BEN05_0040_t_BEN04_0016_t",0.927323680921851,0.312807368111254,143,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"864","BEN05_0040_t_BEN04_0016_t",0.898344114786151,0.322809161915,144,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"865","BEN05_0040_t_BEN04_0016_t",0.87030378223379,0.333903476312477,145,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"866","BEN05_0040_t_BEN04_0016_t",0.844373692895455,0.347452434804867,146,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"867","BEN05_0040_t_BEN04_0016_t",0.821653366070602,0.36473500302879,147,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"868","BEN05_0040_t_BEN04_0016_t",0.802117631209552,0.385721902491267,148,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"869","BEN05_0040_t_BEN04_0016_t",0.784092387717901,0.408465812091565,149,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"870","BEN05_0040_t_BEN04_0016_t",0.76501979793753,0.4299914439285,150,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"871","BEN05_0040_t_BEN04_0016_t",0.742978750564342,0.448064152968297,151,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"872","BEN05_0040_t_BEN04_0016_t",0.717635311661543,0.462295505801672,152,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"873","BEN05_0040_t_BEN04_0016_t",0.68993181189514,0.473781625562396,153,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"874","BEN05_0040_t_BEN04_0016_t",0.661078558054166,0.48393034637736,154,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"875","BEN05_0040_t_BEN04_0016_t",0.631854550975754,0.493640804168348,155,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"876","BEN05_0040_t_BEN04_0016_t",0.602564803344253,0.503186775908293,156,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"877","BEN05_0040_t_BEN04_0016_t",0.573303081942579,0.512270252759003,157,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"878","BEN05_0040_t_BEN04_0016_t",0.544155825146555,0.519836549908273,158,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"879","BEN05_0040_t_BEN04_0016_t",0.515259304743267,0.524079442732491,159,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"880","BEN05_0040_t_BEN04_0016_t",0.486735872961467,0.523377204438105,160,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"881","BEN05_0040_t_BEN04_0016_t",0.458573716042256,0.517886421378591,161,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"882","BEN05_0040_t_BEN04_0016_t",0.430572510709384,0.510262293445064,162,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"883","BEN05_0040_t_BEN04_0016_t",0.402437075065173,0.504417331241665,163,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"884","BEN05_0040_t_BEN04_0016_t",0.373952834486708,0.503195630202916,164,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"885","BEN05_0040_t_BEN04_0016_t",0.34509016103176,0.506989896111549,165,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"886","BEN05_0040_t_BEN04_0016_t",0.315962337890292,0.514298608428906,166,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"887","BEN05_0040_t_BEN04_0016_t",0.286707904109086,0.523285490967655,167,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"888","BEN05_0040_t_BEN04_0016_t",0.25741346297082,0.532802654021457,168,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"889","BEN05_0040_t_BEN04_0016_t",0.228111459599038,0.542420051266517,169,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"890","BEN05_0040_t_BEN04_0016_t",0.198808808682193,0.552046031446074,170,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"891","BEN05_0040_t_BEN04_0016_t",0.169506157765344,0.561672011625629,171,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"892","BEN05_0040_t_BEN04_0016_t",0.140203506848498,0.571297991805186,172,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"893","BEN05_0040_t_BEN04_0016_t",0.11090085593166,0.580923971984746,173,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"894","BEN05_0040_t_BEN04_0016_t",0.0815984248076565,0.590547038903746,174,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"895","BEN05_0040_t_BEN04_0016_t",0.0522997061471406,0.600120898696937,175,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"896","BEN05_0040_t_BEN04_0016_t",0.0230260235158339,0.60936291656295,176,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"897","BEN05_0040_t_BEN04_0016_t",-0.00615312989254178,0.617351989753029,177,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"898","BEN05_0040_t_BEN04_0016_t",-0.0351052035623301,0.622331217514999,178,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"899","BEN05_0040_t_BEN04_0016_t",-0.0636929601790166,0.622481577569595,179,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"900","BEN05_0040_t_BEN04_0016_t",-0.0918989749401921,0.617572111566207,180,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"901","BEN05_0040_t_BEN04_0016_t",-0.119900180273057,0.609947983632684,181,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"902","BEN05_0040_t_BEN04_0016_t",-0.147991758075289,0.603521704373168,182,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"903","BEN05_0040_t_BEN04_0016_t",-0.17641114183771,0.601440353801431,183,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"904","BEN05_0040_t_BEN04_0016_t",-0.205211207886683,0.60440478515142,184,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"905","BEN05_0040_t_BEN04_0016_t",-0.234264117656066,0.610720552559078,185,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"906","BEN05_0040_t_BEN04_0016_t",-0.263345630101269,0.617415436278812,186,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"907","BEN05_0040_t_BEN04_0016_t",-0.292221588583418,0.621385789576845,187,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"908","BEN05_0040_t_BEN04_0016_t",-0.320732882277471,0.620522666087915,188,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"909","BEN05_0040_t_BEN04_0016_t",-0.348887385966503,0.61493044271497,189,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"910","BEN05_0040_t_BEN04_0016_t",-0.376888591299365,0.607306314781449,190,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"911","BEN05_0040_t_BEN04_0016_t",-0.405031680173738,0.601562792891491,191,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"912","BEN05_0040_t_BEN04_0016_t",-0.43352630132032,0.600478681871653,192,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"913","BEN05_0040_t_BEN04_0016_t",-0.462388492844184,0.604266559988562,193,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"914","BEN05_0040_t_BEN04_0016_t",-0.491464816737269,0.610892671655108,194,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"915","BEN05_0040_t_BEN04_0016_t",-0.520522915058769,0.617277211115952,195,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"916","BEN05_0040_t_BEN04_0016_t",-0.549335302711534,0.620404960087585,196,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"917","BEN05_0040_t_BEN04_0016_t",-0.577755171148519,0.618330033671206,197,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"918","BEN05_0040_t_BEN04_0016_t",-0.605774045205271,0.610940097163841,198,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"919","BEN05_0040_t_BEN04_0016_t",-0.633504997842251,0.5997338846014,199,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"920","BEN05_0040_t_BEN04_0016_t",-0.661095688058786,0.58666855326619,200,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"921","BEN05_0040_t_BEN04_0016_t",-0.688666150128532,0.573335106442009,201,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"922","BEN05_0040_t_BEN04_0016_t",-0.716328327066425,0.561217301217067,202,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"923","BEN05_0040_t_BEN04_0016_t",-0.744225832242425,0.552218671775883,203,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"924","BEN05_0040_t_BEN04_0016_t",-0.772500635969548,0.548220974281468,204,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"925","BEN05_0040_t_BEN04_0016_t",-0.801197434212057,0.54981663474471,205,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"926","BEN05_0040_t_BEN04_0016_t",-0.830212186504703,0.555626641014911,206,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"927","BEN05_0040_t_BEN04_0016_t",-0.859331856426629,0.562827285872108,207,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"928","BEN05_0040_t_BEN04_0016_t",-0.888308435013883,0.568131315900674,208,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"929","BEN05_0040_t_BEN04_0016_t",-0.916934363073656,0.568787622210743,209,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"930","BEN05_0040_t_BEN04_0016_t",-0.945125637611627,0.563682780813155,210,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"931","BEN05_0040_t_BEN04_0016_t",-0.972954792597803,0.553778198654128,211,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"932","BEN05_0040_t_BEN04_0016_t",-1.00057756933159,0.541138160468542,212,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"933","BEN05_0040_t_BEN04_0016_t",-1.02812311382241,0.527474441725488,213,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"934","BEN05_0040_t_BEN04_0016_t",-1.05565152396621,0.513583614494551,214,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"935","BEN05_0040_t_BEN04_0016_t",-1.08317822299678,0.499670107185044,215,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"936","BEN05_0040_t_BEN04_0016_t",-1.11070492202736,0.485756599875537,216,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"937","BEN05_0040_t_BEN04_0016_t",-1.13823162105793,0.471843092566029,217,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"938","BEN05_0040_t_BEN04_0016_t",-1.16575832008851,0.45792958525652,218,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"939","BEN05_0040_t_BEN04_0016_t",-1.19328501911908,0.444016077947013,219,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"940","BEN05_0040_t_BEN04_0016_t",-1.22081171814965,0.430102570637507,220,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"941","BEN05_0040_t_BEN04_0016_t",-1.24833841718023,0.416189063328,221,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"942","BEN05_0040_t_BEN04_0016_t",-1.2758651162108,0.402275556018493,222,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"943","BEN05_0040_t_BEN04_0016_t",-1.30339181524137,0.388362048708987,223,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"944","BEN05_0040_t_BEN04_0016_t",-1.33091851427194,0.374448541399483,224,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"945","BEN05_0040_t_BEN04_0016_t",-1.35844521330251,0.36053503408998,225,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"946","BEN05_0040_t_BEN04_0016_t",-1.38597028279017,0.346620125871939,226,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"947","BEN05_0040_t_BEN04_0016_t",-1.41346320522091,0.332677581016523,227,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"948","BEN05_0040_t_BEN04_0016_t",-1.44072428194233,0.318535719756826,228,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"949","BEN05_0040_t_BEN04_0016_t",-1.46707649026174,0.303612509632037,229,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"950","BEN05_0040_t_BEN04_0016_t",-1.49118429922906,0.286759802472571,230,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"951","BEN05_0040_t_BEN04_0016_t",-1.51153055532546,0.266693945237825,231,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"952","BEN05_0040_t_BEN04_0016_t",-1.52731841351751,0.242916471626022,232,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"953","BEN05_0040_t_BEN04_0016_t",-1.53857968953233,0.216184714330865,233,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"954","BEN05_0040_t_BEN04_0016_t",-1.54517141788108,0.187962873473114,234,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"955","BEN05_0040_t_BEN04_0016_t",-1.54623254379676,0.159537445705867,235,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"956","BEN05_0040_t_BEN04_0016_t",-1.54106778087874,0.131770842940808,236,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"957","BEN05_0040_t_BEN04_0016_t",-1.52999922370437,0.105546307083084,237,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"958","BEN05_0040_t_BEN04_0016_t",-1.51387114986304,0.0821161838751444,238,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"959","BEN05_0040_t_BEN04_0016_t",-1.49329214181279,0.0626629911387792,239,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"960","BEN05_0040_t_BEN04_0016_t",-1.46889127419389,0.047370264901326,240,"BEN05_0040_t",3,129,"130325","BEN04_0016_t"
"961","BEN05_0041_t_BEN04_0016_t",-1.46497181750126,0.00492255737808395,1,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"962","BEN05_0041_t_BEN04_0016_t",-1.44908473096607,-0.0203968738520067,2,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"963","BEN05_0041_t_BEN04_0016_t",-1.43240153770867,-0.0455762767668441,3,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"964","BEN05_0041_t_BEN04_0016_t",-1.41424912780791,-0.0694342615160268,4,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"965","BEN05_0041_t_BEN04_0016_t",-1.39368918328737,-0.0902601159436395,5,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"966","BEN05_0041_t_BEN04_0016_t",-1.37027502932706,-0.107175743276055,6,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"967","BEN05_0041_t_BEN04_0016_t",-1.34489669762326,-0.121350041232651,7,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"968","BEN05_0041_t_BEN04_0016_t",-1.31964159013442,-0.135696927830228,8,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"969","BEN05_0041_t_BEN04_0016_t",-1.29650761768524,-0.153014690030235,9,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"970","BEN05_0041_t_BEN04_0016_t",-1.27618916292073,-0.174275884704468,10,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"971","BEN05_0041_t_BEN04_0016_t",-1.25805414456789,-0.198595214690024,11,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"972","BEN05_0041_t_BEN04_0016_t",-1.24103792400909,-0.224481540179495,12,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"973","BEN05_0041_t_BEN04_0016_t",-1.22438734396868,-0.25087998416923,13,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"974","BEN05_0041_t_BEN04_0016_t",-1.20771211908529,-0.277243910430769,14,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"975","BEN05_0041_t_BEN04_0016_t",-1.19057267431153,-0.302957647279257,15,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"976","BEN05_0041_t_BEN04_0016_t",-1.17210368617766,-0.326809217006331,16,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"977","BEN05_0041_t_BEN04_0016_t",-1.15114288510593,-0.347170737243642,17,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"978","BEN05_0041_t_BEN04_0016_t",-1.12692772921654,-0.36297418684958,18,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"979","BEN05_0041_t_BEN04_0016_t",-1.09969240180481,-0.374547564478443,19,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"980","BEN05_0041_t_BEN04_0016_t",-1.07046708280235,-0.38333374687675,20,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"981","BEN05_0041_t_BEN04_0016_t",-1.04033040489572,-0.390843474036314,21,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"982","BEN05_0041_t_BEN04_0016_t",-1.00991781965143,-0.397966763575141,22,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"983","BEN05_0041_t_BEN04_0016_t",-0.97945562873236,-0.405020575081588,23,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"984","BEN05_0041_t_BEN04_0016_t",-0.948989435096743,-0.41206878035707,24,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"985","BEN05_0041_t_BEN04_0016_t",-0.918523241461127,-0.419116985632552,25,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"986","BEN05_0041_t_BEN04_0016_t",-0.888057047825511,-0.426165190908034,26,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"987","BEN05_0041_t_BEN04_0016_t",-0.857590854189894,-0.433213396183516,27,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"988","BEN05_0041_t_BEN04_0016_t",-0.827124660554278,-0.440261601458998,28,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"989","BEN05_0041_t_BEN04_0016_t",-0.796658466918662,-0.447309806734479,29,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"990","BEN05_0041_t_BEN04_0016_t",-0.766192273283047,-0.454358012009961,30,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"991","BEN05_0041_t_BEN04_0016_t",-0.735726297368797,-0.46140491260546,31,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"992","BEN05_0041_t_BEN04_0016_t",-0.705266128122383,-0.468417017151771,32,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"993","BEN05_0041_t_BEN04_0016_t",-0.67485205087931,-0.475152918605264,33,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"994","BEN05_0041_t_BEN04_0016_t",-0.644627425638739,-0.480753542239642,34,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"995","BEN05_0041_t_BEN04_0016_t",-0.614884056388132,-0.483470273154481,35,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"996","BEN05_0041_t_BEN04_0016_t",-0.585955195104968,-0.481306122280214,36,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"997","BEN05_0041_t_BEN04_0016_t",-0.55795994181305,-0.473547391089028,37,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"998","BEN05_0041_t_BEN04_0016_t",-0.530625516799713,-0.461828692850769,38,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"999","BEN05_0041_t_BEN04_0016_t",-0.503372561042528,-0.449621795816904,39,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1000","BEN05_0041_t_BEN04_0016_t",-0.475594559100348,-0.440561201170767,40,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1001","BEN05_0041_t_BEN04_0016_t",-0.446938348261104,-0.436763211660534,41,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1002","BEN05_0041_t_BEN04_0016_t",-0.417423092927721,-0.43811298594767,42,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1003","BEN05_0041_t_BEN04_0016_t",-0.387328818496992,-0.442932491509074,43,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1004","BEN05_0041_t_BEN04_0016_t",-0.356963622807608,-0.449375473685201,44,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1005","BEN05_0041_t_BEN04_0016_t",-0.326515611526988,-0.456314722475387,45,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1006","BEN05_0041_t_BEN04_0016_t",-0.296067523028123,-0.463254433990483,46,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1007","BEN05_0041_t_BEN04_0016_t",-0.265701941247515,-0.469699729791163,47,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1008","BEN05_0041_t_BEN04_0016_t",-0.235606637240186,-0.474525405018039,48,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1009","BEN05_0041_t_BEN04_0016_t",-0.20608958014775,-0.47588597621975,49,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1010","BEN05_0041_t_BEN04_0016_t",-0.177431215777447,-0.472100891593124,50,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1011","BEN05_0041_t_BEN04_0016_t",-0.149651497874263,-0.463050579722768,51,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1012","BEN05_0041_t_BEN04_0016_t",-0.122397898631703,-0.450847538729821,52,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1013","BEN05_0041_t_BEN04_0016_t",-0.0950641171037438,-0.439124984450643,53,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1014","BEN05_0041_t_BEN04_0016_t",-0.0670705797728282,-0.431355970483672,54,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1015","BEN05_0041_t_BEN04_0016_t",-0.0381438720207227,-0.429178914725795,55,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1016","BEN05_0041_t_BEN04_0016_t",-0.00840509353746653,-0.431868135789717,56,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1017","BEN05_0041_t_BEN04_0016_t",0.0217867648679637,-0.437272406465852,57,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1018","BEN05_0041_t_BEN04_0016_t",0.0520326317152465,-0.443000318936583,58,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1019","BEN05_0041_t_BEN04_0016_t",0.0819425923365029,-0.446715336939745,59,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1020","BEN05_0041_t_BEN04_0016_t",0.111147032338649,-0.446202572184124,60,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1021","BEN05_0041_t_BEN04_0016_t",0.139441906380802,-0.440239297295303,61,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1022","BEN05_0041_t_BEN04_0016_t",0.166967258094687,-0.429664713900624,62,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1023","BEN05_0041_t_BEN04_0016_t",0.194203884749569,-0.417359965868052,63,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1024","BEN05_0041_t_BEN04_0016_t",0.221763744820697,-0.40699217138049,64,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1025","BEN05_0041_t_BEN04_0016_t",0.250109231120139,-0.401332186888774,65,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1026","BEN05_0041_t_BEN04_0016_t",0.279357608009294,-0.401082710842697,66,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1027","BEN05_0041_t_BEN04_0016_t",0.309298775804886,-0.404984735646267,67,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1028","BEN05_0041_t_BEN04_0016_t",0.339606556506093,-0.411083662538206,68,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1029","BEN05_0041_t_BEN04_0016_t",0.370043104298761,-0.417954217181951,69,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1030","BEN05_0041_t_BEN04_0016_t",0.400506718067638,-0.424986962787194,70,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
"1031","BEN05_0041_t_BEN04_0016_t",0.430972911703254,-0.432035168062675,71,"BEN05_0041_t",3,1,"131053","BEN04_0016_t"
