ID,x,y,logisticFit,polyFit,gompertzFit,baranyiFit
1,95.78558012755094,-1.961953273895877,-2.1229728372795664,-2.1378082133348757,-2.1234312642342252,-2.1232303841134543
1,120.098567011442,-2.376897125958579,-2.1229728289347234,-2.4730860152436263,-2.1234312538163063,-2.1232303829979213
1,144.12516545550596,-2.4982579829628415,-2.1229728288784218,-2.4185892497992505,-2.123431253740956,-2.123230382993756
2,0.558882235528927,-4.314817884980413,-4.300468599288327,-3.4982030598848777,-4.2997757812246915,-4.307290537564218
2,1.95608782435133,-3.8448142557346916,-3.8675208045631826,-3.3684635093603528,-3.8790224015460684,-3.856799725848307
2,3.3532934131737,-3.4393491476265288,-3.4149928177291105,-3.2441176937937004,-3.408043875550059,-3.413411751798825
2,4.19161676646712,-3.0910424533583063,-3.164916637198646,-3.1720611740584483,-3.1531108930570464,-3.1702637306635406
2,5.58882235528944,-2.8797333596911083,-2.8196898093258165,-3.0561552185491965,-2.812437162672155,-2.828001892928718
2,6.70658682634732,-2.6661592593930457,-2.6166665455035214,-2.967147226313212,-2.616969499197895,-2.6206341365240227
2,7.824351297405231,-2.5230584157523728,-2.4723048163981227,-2.8813923339962115,-2.4784572568644725,-2.4706203854578654
2,8.94211576846311,-2.340736858958422,-2.374126851332271,-2.798843743844306,-2.3831549711632487,-2.368471105245833
2,10.059880239521,-2.163055681720966,-2.3093638440831543,-2.719454658103599,-2.3188312710292713,-2.3020819226795477
2,24.031936127744498,-1.9730120788331065,-2.195786067274472,-1.9745895620297442,-2.194392182991024,-2.1960661963177985
2,47.7844311377246,-2.0956144009254296,-2.1954624808027683,-1.565803078165278,-2.1937908253845952,-2.1959016175736803
2,71.8163672654691,-2.05305478650664,-2.1954624665651785,-1.8550542558958845,-2.193790759401009,-2.1959016150744746
2,95.8483033932135,-2.2106837307102136,-2.195462466564622,-2.387971624967812,-2.1937907593945063,-2.1959016150744413
2,119.880239520958,-2.42774823594804,-2.195462466564622,-2.6994615580244687,-2.193790759394506,-2.1959016150744413
2,143.912175648703,-2.490268592929373,-2.195462466564622,-2.3244304277092454,-2.193790759394506,-2.1959016150744413
3,0.0,-3.6891691064407217,-3.604558774510906,-3.5706368041421075,-3.6045878309469117,-3.64148123413749
3,24.83008497291834,-3.4400925517983008,-3.4891638198962482,-3.4795586472262428,-3.489181452419757,-3.4897745497275574
3,47.18307689463725,-3.336347731817982,-3.399621686135106,-3.4043423550524397,-3.3996328118256542,-3.3860666376738138
3,70.78200964957144,-3.2892419871699268,-3.317800993751007,-3.331597093421654,-3.3178078706712313,-3.299303666793169
3,95.62318608391334,-3.2443505372011114,-3.243837640442507,-3.262080115306666,-3.2438419718205296,-3.2259454834213757
3,120.45696821063964,-3.1172873493782696,-3.1805931760227395,-3.1994620746789812,-3.1805962159756973,-3.1661360376269783
3,144.06329527318863,-3.16010839031592,-3.12897756793177,-3.145983746657319,-3.128980086563047,-3.118788023370715
3,167.65853087431563,-3.080803407933541,-3.084506386879866,-3.0981009814234426,-3.0845087807003893,-3.0786953343754226
3,191.26485793686462,-3.1220582309950244,-3.046155058740169,-3.0554570729798325,-3.0461575355191144,-3.0443770530792036
3,216.10603437120662,-3.0839481913985565,-3.0115007434558265,-3.015922667194693,-3.0115033995064096,-3.0133382530519524
3,239.70126997233263,-3.0102498838737186,-2.9832410153435376,-2.983117094989968,-2.983243852009764,-2.987818898096794
3,263.30389988107464,-3.011676364088579,-2.9588743752337905,-2.9546102360482958,-2.9588773597946556,-2.9655052760089893
3,288.13768200780163,-2.909694954640984,-2.9368594792990734,-2.928926853799391,-2.936862561060366,-2.9449458244429367
3,311.74400907035067,-2.9443477868639887,-2.918893622530504,-2.9082851763746644,-2.9188967332662514,-2.92775568616048
3,336.5777911970766,-2.848699237550551,-2.9026646402310234,-2.890190379465876,-2.9026677156057303,-2.911782336635441
3,360.18042110581865,-2.8499127911756768,-2.8894225766875934,-2.876107721812745,-2.8894255617087765,-2.8983274577774605
3,383.79044532217677,-2.914932883694205,-2.8780055528775392,-2.8647407118679205,-2.878008400311842,-2.886325997974842
3,408.63162175651763,-2.883842992578697,-2.8676912950545557,-2.8553753392471957,-2.867693956521407,-2.875068970888387
3,432.22685735764463,-2.8231133689829666,-2.8592805867340303,-2.848617911073805,-2.8592830416426978,-2.8655146002676877
3,457.0569423305626,-2.710709522784323,-2.851680313290899,-2.8434084087564946,-2.851682528518154,-2.856509603304788
3,480.6632693931127,-2.7390202163373036,-2.8454770410241963,-2.839938555254144,-2.8454790147735594,-2.8488283169892306
3,504.28068791708574,-2.857353969907725,-2.8401281192282113,-2.8375960495752777,-2.8401298444889562,-2.841902662920125
3,527.8796206720197,-2.8279158230941177,-2.8355215658068573,-2.8360715408607717,-2.83552304110151,-2.8356568880591366
3,552.7392828753997,-2.9580679455095584,-2.831355035592196,-2.835004959333301,-2.831356250412796,-2.8297262640558944
3,577.5767621559336,-2.8928753977471424,-2.8277950838980814,-2.8341345760181205,-2.8277960451929403,-2.8243927976263334
3,601.1719977570606,-2.831611295653357,-2.8248917026733125,-2.8331576017075415,-2.8248924320045035,-2.8198149819157194
3,624.7709305119946,-2.8029106616654467,-2.8223887567862675,-2.8317172401203043,-2.82238926461946,-2.8156632658021827
3,648.3772575745446,-2.8339986813446774,-2.820230756193723,-2.829501257821101,-2.8202310542084206,-2.811894220379888
3,673.2184340088858,-2.8052915424946594,-2.8182808962340005,-2.8259896322261078,-2.818280986983382,-2.808300805892544
4,0.0,-4.132091996288123,-4.071431644704717,-2.995629605635076,-4.0713627569534765,-4.125047375390519
4,8.314087759815383,-2.4896662265228597,-2.7006145227132947,-2.813627136038382,-2.7006054327421225,-2.5852414977240037
4,23.094688221708907,-2.1599421422124,-1.8416602237111874,-2.5200447232129504,-1.841670446993703,-1.9433741813587815
4,47.11316397228642,-1.5767821967927529,-1.5910168589334717,-2.1202073471429075,-1.5910186759192584,-1.6572861972872472
4,72.05542725173211,-1.4079781099650346,-1.5652450577526906,-1.7980384068046522,-1.5652436438426776,-1.5822812322138453
4,95.1501154734412,-1.3628906239857763,-1.5628885330534104,-1.5758789548877166,-1.562886598127534,-1.5629897903429701
4,120.09237875288711,-1.3707423282719562,-1.5626212036968354,-1.4090129320608984,-1.562619185265703,-1.5569647926968269
4,143.18706697459612,-1.4111298630562588,-1.5625967596979535,-1.3138849516346167,-1.562594731284662,-1.5553740457387881
4,168.12933025404212,-1.5486593378808502,-1.562593986718639,-1.2661039897161708,-1.5625919569188227,-1.5548737936966723
4,192.1478060046191,-1.5709873186873853,-1.5625937304939725,-1.26514543412678,-1.5625917005427254,-1.554738760447521
4,216.1662817551971,-1.5679103931829064,-1.5625937043987506,-1.299558670757153,-1.5625916744288588,-1.5546997970236973
4,240.1847575057741,-1.6171969584546113,-1.562593701741207,-1.3606245859806212,-1.5625916717690416,-1.5546885538384667
4,264.20323325635115,-1.5121840702429912,-1.5625937014701776,-1.439624066170525,-1.562591671498467,-1.5546853094997108
4,288.22170900692817,-1.4972921545975368,-1.5625937014438023,-1.5278379977001966,-1.5625916714707273,-1.5546843733089655
4,312.24018475750614,-1.5431399700093913,-1.5625937014401643,-1.6165472669429795,-1.5625916714679988,-1.5546841031602705
4,335.3348729792151,-1.5278969494858152,-1.5625937014401643,-1.6941946483768313,-1.562591671467544,-1.5546840267538458
4,360.2771362586601,-1.54964504520561,-1.5625937014401643,-1.7605753640611956,-1.562591671467544,-1.5546840027110134
4,384.29561200923814,-1.6383665822269404,-1.5625937014401643,-1.7984559646833036,-1.562591671467544,-1.554683996219905
4,407.39030023094716,-1.6629458854425812,-1.5625937014401643,-1.802562015622435,-1.562591671467544,-1.5546839943840183
4,432.33256351039216,-1.702404420460611,-1.5625937014401643,-1.762354701920204,-1.562591671467544,-1.5546839938063193
4,455.42725173210107,-1.7137212563327775,-1.5625937014401643,-1.6755143836833835,-1.562591671467544,-1.5546839936534487
4,480.36951501154715,-1.7708253897055364,-1.5625937014401643,-1.5189760629695837,-1.562591671467544,-1.554683993605345
5,0.0,-3.447009860582268,-3.427915071069593,-3.0942501610700583,-3.4295907111720596,-3.4325384769552425
5,1.380670611439856,-3.2245895414899923,-3.2058072707561016,-2.9781001761882844,-3.2115248516221486,-3.2033610661712286
5,2.2090729783037957,-2.9884292612612224,-3.0637229313555725,-2.9105402706049732,-3.064205382740557,-3.0604414641127464
5,3.8658777120315855,-2.797780572639411,-2.7791316974092855,-2.7801447092100298,-2.769538350306047,-2.7786097979722055
5,5.522682445759356,-2.532231938547071,-2.521188477270192,-2.6559503728588214,-2.5116034148086914,-2.523725704807367
5,7.179487179487156,-2.3500420386554164,-2.311705094943359,-2.5378399319691516,-2.309351767433551,-2.31416162037162
5,8.836291913215009,-2.1959854100861644,-2.156228577660027,-2.4256960569588255,-2.1616540279877587,-2.156327231544876
5,9.940828402366867,-2.0017353443872032,-2.0796947724580055,-2.354190291906054,-2.0887300661268857,-2.0780500540317175
5,24.29980276134125,-1.5649467984429095,-1.8599099620126252,-1.6453666927870405,-1.861495166016438,-1.8590106634650116
5,48.047337278106546,-1.5419931058701182,-1.8566354165202452,-1.2201947993561055,-1.8561628509872279,-1.8564499688329958
5,72.07100591715975,-1.6082562253076993,-1.8566328314541014,-1.4309836291791842,-1.8561535131311835,-1.8564486864222884
5,96.09467455621305,-1.7080784371940916,-1.8566328295788326,-1.930058269437564,-1.8561534979665177,-1.8564486858353
5,120.39447731755405,-2.2908771296768933,-1.8566328295774719,-2.3628658424461007,-1.8561534979418877,-1.8564486858350313
5,144.14201183432004,-2.436514928780088,-1.856632829577471,-2.3622893912060174,-1.8561534979418504,-1.8564486858350313
6,0.00445632798576412,-4.132496328186502,-4.0912321390998,-3.1151777423506455,-4.089752093231707,-4.095763534716715
6,0.840760546642883,-3.6216707044204974,-3.708288253308286,-3.019554941979284,-3.70886465293711,-3.6945257750241334
6,2.23410576351748,-3.1516670751747675,-3.1582520007120323,-2.865193241754928,-3.159541344939707,-3.1618686461212713
6,3.62819370172309,-2.7887615814853897,-2.7078623465153804,-2.7168533574717464,-2.7086537041711445,-2.729499188566865
6,5.02525252525251,-2.397895272798372,-2.343482749126494,-2.574216813629162,-2.343660883475909,-2.3657843878314493
6,6.1437908496731914,-2.140066163496274,-2.1053235175835603,-2.4642888791904873,-2.105159067286042,-2.1165376586652256
6,6.986036838978009,-1.8989041066793864,-1.9530135097953831,-2.3839859884002204,-1.9526940827874277,-1.9515806278721688
6,8.10308972073679,-1.7653727140548623,-1.781869503650121,-2.280713756198308,-1.781457822466253,-1.7614505087584402
6,8.942364824717739,-1.6475896783984778,-1.6733683008640554,-2.2055169089632387,-1.6729499178127885,-1.6390918538049037
6,10.0661021984552,-1.435619427682395,-1.551022625305638,-2.108006189076891,-1.550648160536106,-1.5009559189593096
6,23.954248366012997,-1.4469189829363287,-1.0554665915727526,-1.181363576832678,-1.0555973952767186,-1.0410727563165245
6,48.42245989304811,-1.1367640546324893,-1.0162553007917268,-0.562155448956813,-1.0163006852607737,-1.0301717551074638
6,72.32471776589409,-0.997002112257328,-1.015875060084479,-0.7389308711365588,-1.0159160918365941,-1.0301618240853634
6,96.2121212121212,-1.0116009116784817,-1.0158709599150377,-1.1525678820846554,-1.0159119064639732,-1.0301618134972639
6,120.122549019608,-0.818310323513952,-1.015870915575377,-1.2725461680245207,-1.0159118607854278,-1.0301618134859272
6,144.01143790849702,-0.818310323513952,-1.0158709150980165,-0.5678779764794797,-1.015911860289112,-1.030161813485915
7,0.0,-3.346975827495525,-3.3628877937700965,-3.3607426375422578,-3.3640536052879377,-3.3666733370313686
7,24.34077079107503,-3.298185663326086,-3.198955076036814,-3.18976723977147,-3.2013459727934204,-3.197337280056456
7,47.46450304259623,-2.9754122710630364,-3.048961859477118,-3.040883869986762,-3.0499830708130786,-3.0461226392426948
7,71.80527383367131,-2.816347576433348,-2.900318744673101,-2.897808762830711,-2.8993212708607725,-2.8983738079671006
7,94.92900608519264,-2.8163475764333463,-2.770157839389777,-2.77427804043515,-2.767718717620959,-2.769789820995575
7,120.48681541582123,-2.6291360343452026,-2.6405151934360016,-2.651120078329952,-2.637423186714983,-2.6417286098621977
7,143.61054766734324,-2.514066704560415,-2.5367544186217583,-2.551197392260051,-2.533859264279098,-2.5388341674186794
7,167.95131845841826,-2.5140667045604137,-2.4413698772451644,-2.4572021500968257,-2.439233117070958,-2.4436950606907906
7,191.07505070993923,-2.4108824683251813,-2.3633165816910715,-2.3779624874728236,-2.362158064897459,-2.3653525458694338
7,215.41582150101425,-2.3173564103143587,-2.2933695995002394,-2.304525555573853,-2.2932760631810676,-2.29475296625807
7,239.75659229208924,-2.199573374657976,-2.2346860477512673,-2.240690067355208,-2.235529644129409,-2.23526902485119
7,262.88032454361024,-2.1838250176898355,-2.188114769666012,-2.1883584506453166,-2.1896471578649574,-2.1879549669335545
7,288.4381338742392,-2.108601596452245,-2.1456104710603943,-2.139270799498924,-2.147643478671448,-2.144764850832997
7,311.5618661257602,-2.094212859000153,-2.114066436527139,-2.1021809990021505,-2.116325149978115,-2.112773522774387
7,335.90263691683515,-2.123200395873399,-2.0868166986979704,-2.070032444489724,-2.089110918596061,-2.0852426752848436
7,360.2434077079112,-2.0660419820334543,-2.0646605920650143,-2.044326463363411,-2.0668242830870422,-2.0629847668219847
7,383.3671399594322,-2.052248659901117,-2.047516689949736,-2.025291974781224,-2.0494419910677744,-2.045882918420239
7,407.7079107505072,-2.0660419820334543,-2.0328512882354834,-2.010313516670216,-2.034443324849362,-2.0313740128504736
7,432.0486815415823,-1.973260248582488,-2.021024669300725,-1.9998950728810958,-2.022232205880667,-2.0197850489610554
7,455.17241379310326,-1.9118913022061972,-2.0119328272065164,-1.993640024436001,-2.01275236831214,-2.010966390505929
7,479.5131845841783,-1.9606814663756265,-2.004196111968772,-1.990278113486943,-2.0046031674074283,-2.0035432016849617
7,503.85395537525324,-1.9859992743599184,-1.9979841430100653,-1.9895936577955469,-1.997989276968653,-1.9976524546081114
7,526.9776876267753,-1.973260248582488,-1.9932250086240044,-1.9908421777100502,-1.992867459180593,-1.9931927857092195
7,551.3184584178504,-2.025219987513196,-1.9891863805504166,-1.993543264683475,-1.9884733973363162,-1.9894541657288851
7,575.6592292089252,-1.9989026791958275,-1.9859510840276546,-1.9970392478503343,-1.984913145665081,-1.9864973284943512
7,598.7829614604452,-2.0119747607631813,-1.983476894303653,-2.0005154643469423,-1.982159732251319,-1.9842646898400567
7,624.3407707910753,-2.0386430078453373,-1.9812872402670165,-2.0038632803043956,-1.9796946825235469,-1.9823146228021349
7,647.4645030425963,-1.9859992743599184,-1.979702741281267,-2.0058488727890316,-1.9778899093769304,-1.9809222551453363
7,671.8052738336712,-1.9989026791958275,-1.978360807291851,-2.006245927088897,-1.9763438958287218,-1.9797583558811342
8,1.84757505773666,-5.899589471806724,-5.657540863177928,-3.6549868595950503,-5.657515283593966,NA
8,2.7713625866050497,-4.129026859788735,-4.470028042684135,-3.624372916580924,-4.470090561462712,NA
8,3.69515011547344,-3.524840510292611,-3.666000233946761,-3.594006328139604,-3.666106299508101,NA
8,7.390300230946879,-2.7047300836928656,-2.3347040306125564,-3.4749971117176117,-2.3347860396916076,NA
8,9.23787528868354,-2.5561322991032096,-2.1429471975770866,-3.41695530004324,-2.142996375718212,NA
8,23.0946882217089,-2.283039106274153,-1.9811861544058047,-3.0119939147178374,-1.9811773673009156,NA
8,48.9607390300231,-1.7297414428866025,-1.9807198976795917,-2.3919676155498117,-1.9807105736763333,NA
8,72.9792147806005,-1.64004792134933,-1.9807198892758606,-1.961459060203309,-1.9807105652489554,NA
8,96.0739030023097,-1.4846280447531428,-1.9807198892758606,-1.6656220933374133,-1.9807105652489554,NA
8,120.092378752887,-1.4936104271723951,-1.9807198892758606,-1.466828683412225,-1.9807105652489554,NA
8,144.110854503464,-1.5147297753929931,-1.9807198892758606,-1.3648123321945809,-1.9807105652489554,NA
8,168.129330254042,-1.682861568539716,-1.9807198892758606,-1.345153351139225,-1.9807105652489554,NA
8,191.22401847575,-1.7384617185931657,-1.9807198892758606,-1.3904932735779323,-1.9807105652489554,NA
8,216.166281755196,-1.765376178264094,-1.9807198892758606,-1.4952287453343716,-1.9807105652489554,NA
8,239.260969976905,-1.8426006961283263,-1.9807198892758606,-1.630156072584525,-1.9807105652489554,NA
8,264.20323325635104,-1.9078211235704,-1.9807198892758606,-1.8016973576356476,-1.9807105652489554,NA
8,288.221709006928,-1.9586842319996176,-1.9807198892758606,-1.9775298992129482,-1.9807105652489554,NA
8,312.240184757506,-2.05298627461191,-1.9807198892758606,-2.149201679681026,-1.9807105652489554,NA
8,335.334872979215,-2.11223834425518,-1.9807198892758606,-2.296922794878073,-1.9807105652489554,NA
8,360.27713625866,-2.247793690102373,-1.9807198892758606,-2.4223842031084732,-1.9807105652489554,NA
8,384.29561200923797,-2.293237082235024,-1.9807198892758606,-2.495055568977353,-1.9807105652489554,NA
8,407.3903002309471,-2.3411002814163857,-1.9807198892758606,-2.506788631168071,-1.9807105652489554,NA
8,432.332563510393,-2.3070600638133665,-1.9807198892758606,-2.4404600662991154,-1.9807105652489554,NA
8,456.35103926097,-2.3276226457468803,-1.9807198892758606,-2.284353820661515,-1.9807105652489554,NA
8,480.3695150115471,-2.3486169401087515,-1.9807198892758606,-2.023148994097909,-1.9807105652489554,NA
9,0.0,-4.5449651190033284,-4.5397810212756164,-3.700759097888705,-4.540789264154704,-4.553968743828312
9,1.3806706114397989,-3.987180704405033,-3.942757795645459,-3.5307426657174426,-3.943296175985548,-3.9179627844526808
9,2.2090729783037397,-3.535426341018368,-3.6336764673563557,-3.4317570909569652,-3.6330934501766814,-3.6196507453989724
9,3.5897435897435885,-3.2256424502474386,-3.1983116081332614,-3.271756310524173,-3.196675416683317,-3.2065648433902587
9,4.694280078895449,-2.9379932990644506,-2.9163321942922664,-3.148179099410151,-2.9148122073496916,-2.933714150898174
9,5.798816568047267,-2.6755910486137813,-2.6861445298631743,-3.0284815737805553,-2.685300573286261,-2.703442137866218
9,7.455621301775068,-2.468051400119053,-2.422014447742848,-2.8561042162769703,-2.4225121020742915,-2.428151102407811
9,8.83629191321495,-2.270201913914964,-2.2612528653226374,-2.718924342603607,-2.2627088103354422,-2.2551234977139862
9,10.216962524654749,-2.1051056471059577,-2.1416333853157017,-2.587523943546607,-2.143721126005148,-2.125293948406403
9,24.2998027613412,-1.6304749584931417,-1.827583402494314,-1.5554870476222624,-1.8280305778111066,-1.8216570494041853
9,48.0473372781065,-1.6886081630661256,-1.8153329173303998,-0.8767318456310889,-1.8150464076700938,-1.8160925264385965
9,72.0710059171597,-0.8792584969708714,-1.8152867096777516,-1.1228070519902067,-1.8149925059330627,-1.8160874096138138
9,96.37080867850099,-1.6651303445766044,-1.815286546538836,-1.821342784432061,-1.814992296216646,-1.8160874052865559
9,120.39447731755399,-2.4313839587499166,-1.8152865459993013,-2.455568203283468,-1.8149922954514919,-1.8160874052831826
9,144.14201183432,-2.6009568477445804,-1.815286545997397,-2.539805418991424,-1.8149922954485165,-1.8160874052831797
10,0.28149138443259897,-4.3148178849804575,-4.204033014057266,-3.3140215758380966,-4.2242890400674415,-4.243578085060021
10,1.39631610219845,-3.6216707044204974,-3.6976213526919643,-3.162312230003508,-3.693453213161303,-3.678352690632707
10,2.2341057635175,-3.151667075174762,-3.351353802213783,-3.05144823686446,-3.337279641801583,-3.3346906211038183
10,3.6274509803921497,-2.833213344056223,-2.8569059213611467,-2.8729713296625694,-2.8402853615084536,-2.8619675633313255
10,5.02005347593581,-2.6284189314102107,-2.4697185091813063,-2.7018566770804995,-2.460049320553207,-2.4857002201705427
10,6.1348781937017,-2.4585198946148092,-2.2313757384944717,-2.5700319542345142,-2.22880712316441,-2.2447467122308264
10,7.25193107546045,-2.2353763433005955,-2.0471420391904616,-2.4424799386808838,-2.050613647479767,-2.052120621625959
10,8.09194890077242,-2.0324354993039098,-1.9386325307100103,-2.349516682995025,-1.9454212496772811,-1.9363134906227104
10,8.94682115270351,-1.5675469707249416,-1.850002238376299,-2.257485024592058,-1.8590481904033078,-1.841005013711763
10,10.0698158051099,-1.3809610151445275,-1.7605590203239299,-2.1404920880310114,-1.771088038217088,-1.7451518086000788
10,24.256535947712397,-1.1284652518177904,-1.5268150215671232,-1.0192189408310828,-1.5274179405860906,-1.522419273365193
10,48.42394533571,-1.1202347526812777,-1.5231972675593148,-0.37057720192140564,-1.5224810156873252,-1.5208192606800295
10,72.0461972667854,-1.0042748715864085,-1.5231945314587128,-0.7743117994513447,-1.5224750358005945,-1.5208189632132305
10,96.2106357694593,-1.0264159974636202,-1.523194529025866,-1.656679671181256,-1.5224750273733374,-1.5208189631461433
10,120.022281639929,-2.5230584157523843,-1.5231945290240265,-2.4076104531478197,-1.5224750273631251,-1.5208189631461309
10,143.911170528817,-2.5230584157523843,-1.5231945290240247,-2.4591215551937076,-1.5224750273631118,-1.5208189631461309
11,0.0,-4.040123008055451,-4.080992523826963,-3.9994968632150916,-4.0792561348831455,-4.085719455727652
11,24.34077079107514,-3.857801451261497,-3.7604477335547353,-3.7338346366455264,-3.7616687789035397,-3.750088874901305
11,48.68154158215005,-3.4523363431533376,-3.481396082989048,-3.4949433417347646,-3.4828419139674436,-3.4739586235306916
11,71.80527383367144,-3.251665647691188,-3.253560362825481,-3.291528539511443,-3.254384710353079,-3.2527513114693685
11,96.14604462474644,-2.9754122710630284,-3.050250516834188,-3.1008469376288343,-3.0503511114716266,-3.055068853142913
11,120.48681541582134,-2.87697219824978,-2.8807077109394115,-2.9328402430906575,-2.880304249663865,-2.888200488870047
11,144.82758620689634,-2.7317901884052813,-2.7407708919132476,-2.7861199730784802,-2.7401224303016414,-2.7482342723413398
11,167.95131845841834,-2.6791464549198567,-2.631432892238503,-2.665187619777055,-2.630738819668954,-2.6372025345903625
11,191.07505070993932,-2.6538286469355707,-2.541621070643181,-2.5610227084102655,-2.5409962144083567,-2.5449282446194132
11,215.41582150101436,-2.3914643824680795,-2.4647683708352757,-2.4681811991852656,-2.464278355642522,-2.4653793973702984
11,239.75659229208932,-2.3537240544852325,-2.4029196855519794,-2.3912110314943877,-2.4025827126429125,-2.4012111112760137
11,264.0973630831644,-2.4108824683251795,-2.353332843173776,-2.3287237225192,-2.3531394430134576,-2.349919907796089
11,288.4381338742393,-2.282265090503087,-2.3136967533382693,-2.2793307894412727,-2.31362379888255,-2.3092473437194694
11,311.5618661257604,-2.2483635388274057,-2.28350618174764,-2.2432715211850165,-2.283522071946087,-2.278636603058765
11,335.9026369168353,-2.317356410314356,-2.2580624573590855,-2.215418997400234,-2.2581456618985722,-2.25323546505281
11,359.0263691683573,-2.2483635388274057,-2.2387464263118995,-2.197315257661851,-2.2388717370156233,-2.2343046197064407
11,384.58417849898626,-2.2318342368761934,-2.2217932038993604,-2.1853205217609064,-2.2219449409984504,-2.218039908639682
11,407.70791075050727,-2.2651706571437864,-2.209635614786274,-2.1804224269313623,-2.2097972505428984,-2.206646587539904
11,432.0486815415824,-2.168320831153873,-2.199434168931953,-2.1800237438781123,-2.1995957763463476,-2.197315770690927
11,453.9553752535493,-2.123200395873399,-2.192081548979232,-2.182708837895336,-2.1922367212146376,-2.1907562261135634
11,479.5131845841793,-2.1380154816585413,-2.1852477394368357,-2.188088359516777,-2.185390454977999,-2.1848174454423592
11,502.63691683569937,-2.1380154816585413,-2.180358076862257,-2.193765502174723,-2.1804868368731416,-2.1806851882864318
11,526.9776876267744,-2.1380154816585413,-2.176262247351726,-2.19921894213859,-2.1763750579984684,-2.1773180884691348
11,551.3184584178504,-2.199573374657971,-2.173023486798895,-2.2027711435606676,-2.173120119025624,-2.174731200863156
11,575.6592292089254,-2.153053359023083,-2.170462955898752,-2.2030336236225208,-2.1705439100508297,-2.1727447985636634
